"kdakun","nmakun"
"821612","Pengembalian Penerimaan Setoran/Potongan  PFK 2 % Iuran Asuransi Kesehatan Pensiun POLRI/PNS POLRI"
"821711","Pengembalian Penerimaan Setoran/Potongan  PFK Dana Tabungan Pesangon Tenaga Kerja Pemborong Minyak d"
"821811","Pengembalian Penerimaan Setoran Penutupan Rekening Pihak Ketiga"
"821911","Pengembalian Penerimaan PFK Tabungan Wajib Perumahan PNS Pusat"
"821912","Pengembalian Penerimaan PFK Tabungan Perumahan PNS Daerah"
"821921","Pengembalian Penerimaan PFK Lain-Lain "
"822111","Pelunasan Wesel Pemerintah"
"823111","Pembayaran UP-PP (DU/TU)"
"823112","Pembayaran PFK PP (Prefinancing)"
"823113","Pembayaran SPM-GU Nihil (Pengesahan ke Rekening BUN)"
"823114","Pembayaran kepada PPHLN karena pengeluaran in-eligible"
"823115","Pembayaran dari Rekening BUN karena Reksus kosong"
"823116","Pembayaran dari Rekening BUN karena Prefinancing UP-Reksus"
"823117","Pengisian Rekening Dana SAL"
"823118","Pembayaran ke Rekening Dana Talangan Reksus kosong"
"823121","Pengembalian Dana Talangan ke Rekening SAL"
"823122","Pengembalian Dana Talangan ke dana moratorium"
"823123","Pengeluaran dana talangan dari rekening lainnya"
"823124","Pengembalian dana talangan ke rekening lainnya"
"823125","Pengeluaran Talangan Dana Cadangan Subsidi"
"823126","Pengeluaran Talangan Dana Cadangan DBH"
"823127","Pengeluaran Talangan Dana Cadangan PMN"
"824111","Pengeluaran Kiriman Uang antar KPPN"
"824112","Pengeluaran Kiriman Uang dari KPPN ke Kantor Pusat Ditjen PBN Rekening 500.000000"
"824113","Pengeluaran Kiriman Uang dari Kantor Pusat Ditjen PBN Rekening 500.000000 ke KPPN"
"824114","Pengeluaran Kiriman Uang dari Kantor Pusat Ditjen PBN Rekening 500.000000 ke Rekening BUN 502.000000"
"824115","Pengeluaran Kiriman Uang dari Rekening BUN 502.000000 ke Kantor Pusat Ditjen PBN 500.000000"
"824116","Pengeluaran Kiriman Uang dari Rekening BUN 502.000000 ke Rekening Sub BUN Valas"
"824117","Pengeluaran Kiriman Uang dari Bank Operasional I ke Rekening 501"
"824118","Pengeluaran Kiriman Uang dari Bank Operasional II  ke Rekening 501"
"824121","Pengeluaran Kiriman Uang dari Bank Operasional I KPPN Non KCBI ke Rekening 501.000.000 KPPN Induk"
"824122","Pengeluaran Kiriman Uang dari Bank Operasional II KPPN Non KCBI ke Rekening 501.000.000 KPPN Induk"
"824132","Pengeluaran Kiriman Uang dari RPK-BUN-P ke BO I KPPN"
"824133","Pengeluaran Kiriman Uang dari RPK-BUN-P ke Rekening BUN"
"824134","Pengeluaran Kiriman Uang dari BO I KPPN ke RPK-BUN-P"
"824135","Pengeluaran kiriman uang dari rekening penerimaan persepsi ke rekening penerimaan sub RKUN"
"824136","Pengeluaran kiriman uang dari rekening penerimaan sub RKUN Dit PKN ke rekening KUN dalam rupiah"
"824137","Pengeluaran kiriman uang dari rekening penerimaan persepsi  dalam mata uang asing ke rekening KUN valuta USD"
"824141","Pengeluaran Kiriman Uang dari Rekening Retur pada Bank Operasional (rekening rr) ke Rekening Retur pada Kantor Pusat Bank Operasional (Rekening RR)"
"824142","Pengeluaran Kiriman Uang dari Rekening Retur pada Kantor Pusat Bank Operasional (rekening RR) ke Rekening Retur pada Bank Operasional (rekening rr)"
"824146","Pengeluaran pemindahbukuan dari RPK BUN KPPN ke Rekening rr KPPN"
"824151","Pengeluaran Kiriman Uang dari Rekening KUN dalam Rupiah ke Rekening Pengeluaran BI dalam Rupiah"
"824152","Pengeluaran Kiriman Uang dari Rekening Pengeluaran BI dalam Rupiah ke Rekening KUN dalam Rupiah"
"824153","Pengeluaran Kiriman Uang dari Rekening KUN dalam valuta USD ke Rekening Pengeluaran BI dalam USD"
"824154","Pengeluaran Kiriman Uang dari Rekening Pengeluaran BI dalam Valuta USD ke Rekening KUN dalam Valuta USD"
"824155","Pengeluaran Kiriman Uang dari Rekening KUN dalam Valuta Yen ke Rekening Pengeluaran BI dalam Yen"
"824156","Pengeluaran Kiriman Uang dari Rekening Pengeluaran BI dalam Valuta Yen ke Rekening KUN dalam Valuta Yen"
"824211","Pengeluaran Kiriman Uang dari Rekening Khusus ke KPPN (berdasarkan SPM-LS /SPM-GU Isi/SPM Pengganti)"
"824212","Pengeluaran Kiriman Uang dari Rekening Khusus ke Rekening Kantor Pusat Ditjen PBN 500.000000"
"824213","Pengeluaran Kiriman Uang dari Rekening Khusus ke Rekening BUN 502.000000"
"824214","Pembetulan Pembukuan Penerimaan Penggantian dari Rekening Khusus"
"824215","Pengeluaran dari KPPN ke Rekening Kantor Pusat Ditjen PBN 500.000.000 berdasarkan SPM Pengganti"
"824216","Pengeluaran Kiriman Uang antar Rekening Khusus"
"824221","Pengeluaran Pemindahbukuan dari Rekening Kas Umum Negara ke Rekening karena Koreksi Pembebanan"
"824231","Pengeluaran Pemindahbukuan dari Rekening Antara Reksus ke Rekening Kas Umum Negara"
"824241","Pengeluaran Pemindahbukuan dari Reksus ke Rekening KUN dalam rangka penggantian dana talangan"
"824242","Pengeluaran Pemindahbukuan dari Reksus ke Rekening Antara Reksus dalam Rangka Reimbursement"
"824311","Pengeluaran Pemindahbukuan Intern KPPN"
"824312","Pengeluaran Pemindahbukuan dari Bank Tunggal ke Bank Operasional"
"824313","Pengeluaran Pemindahbukuan dari Bank Operasional ke Bank Tunggal"
"824322","Pengeluaran Pemindahbukuan dari Bank Persepsi PBB ke BO III"
"824323","Pengeluaran Pemindahbukuan dari Bank Persepsi BPHTB ke BO III"
"824331","Pengeluaran Pemindahbukuan dari Bank Tunggal ke Bank Operasional I"
"824332","Pengeluaran Pemindahbukuan dari Bank Operasional I ke Bank Tunggal"
"824333","Pengeluaran Pemindahbukuan dari Bank Tunggal ke Bank Operasional II"
"824334","Pengeluaran Pemindahbukuan dari Bank Operasional II ke Bank Tunggal"
"824341","Pengeluaran Pemindahbukuan dari Rekening 502.000000 ke Rekening 600.502411"
"824342","Pengeluaran Pemindahbukuan dari Rekening 600.502411 ke Rekening 502.000000"
"824343","Pengeluaran Pemindahbukuan dari Rekening KUN Rupiah 502.000000 ke Rekening KUN Valuta Yen 600.502111"
"824344","Pengeluaran Pemindahbukuan dari Rekening KUN Valuta Yen 600.502111 ke Rekening KUN Rupiah 502.000000"
"824345","Pengeluaran Pemindahbukuan dari Rekening KUN Valuta USD 600.502411 ke Rekening KUN Valuta Yen 600.502111"
"824346","Pengeluaran Pemindahbukuan dari Rekening KUN Valuta Yen 600.502111 ke Rekening KUN Valuta USD 600.502411"
"824351","Pengeluaran Pemindahbukuan dari Rekening 502.000000 ke Rekening RPKBUN P1"
"824352","Pengeluaran Pemindahbukuan dari Rekening 502.000000 ke Rekening RPKBUN P2"
"824353","Pengeluaran Pemindahbukuan dari Rekening 502.000000 ke Rekening RPKBUN P3"
"824354","Pengeluaran Pemindahbukuan dari Rekening RPKBUN P1 ke Rekening 502.000000"
"824355","Pengeluaran Pemindahbukuan dari Rekening RPKBUN P2 ke Rekening 502.000000"
"824356","Pengeluaran Pemindahbukuan dari Rekening RPKBUN P3 ke Rekening 502.000000"
"824361","Pengeluaran Pemindahbukuan dari Rekening 500.000001 ke Rekening 561.000001"
"824362","Pengeluaran Pemindahbukuan dari Rekening 500.000001 ke Rekening 561.000002"
"824363","Pengeluaran Pemindahbukuan dari Rekening 500.000001 ke Rekening 561.000003"
"824364","Pengeluaran Pemindahbukuan dari Rekening 500.000001 ke Rekening 561.000005"
"824365","Pengeluaran Pemindahbukuan dari Rekening 561.000001 ke Rekening 500.000001"
"824366","Pengeluaran Pemindahbukuan dari Rekening 561.000002 ke Rekening 500.000001"
"824367","Pengeluaran Pemindahbukuan dari Rekening 561.000003 ke Rekening 500.000001"
"824368","Pengeluaran Pemindahbukuan dari Rekening 561.000005 ke Rekening 500.000001"
"824371","Pengeluaran Pemindahbukuan dari Rekening 502.000000 ke Rekening 500.000001"
"824372","Pengeluaran Pemindahbukuan dari Rekening 500.000001 ke Rekening 502.000000"
"824373","Pengeluaran Pemindahbukuan dari Rekening Khusus ke Rekening Antara Reksus dalam rangka penggantian SP2D Reksus"
"824374","Pengeluaran Pemindahbukuan dari Rekening SUBBUN Talangan ke Rekening Antara Reksus karena Reksus Kosong"
"824375","Pengeluaran Pemindahbukuan dari Rekening Khusus ke Rekening SUBBUN Talangan dalam rangjka reimbursement"
"824376","Pengeluaran Pemindahbukuan dari Rekening SUBBUN ke Rekening SUBRKUN KPPN No 501 karena Reksus Kosong"
"824381","Pengeluaran Pemindahbukuan dari Rekening Penerimaan Kuasa BUN Pusat ke Rekening KUN"
"824382","Pengeluaran Pemindahbukuan dari Rekening KUN dalam Rupiah ke Rekening SAL"
"824383","Pengeluaran Pemindahbukuan dari Rekening SAL ke Rekening KUN dalam Rupiah"
"824384","Pengeluaran Pemindahbukuan dari RDI Rupiah ke RKUN"
"824385","Pengeluaran Pemindahbukuan dari RDI USD ke RKUN"
"824386","Pengeluaran Pemindahbukuan dari RDI JPY ke RKUN"
"824387","Pengeluaran Pemindahbukuan dari RDI Valas Lainnya ke RKUN"
"824388","Pengeluaran Pemindahbukuan dari RPD ke RKUN"
"824391","Pengeluaran Pemindahbukuan dari Rekening Cadangan ke Rekening Kas Umum Negara"
"824392","Pengeluaran Pemindahbukuan dari Rekening Kas BLU ke Rekening Penerimaan (Persepsi) KPPN"
"824411","Pengeluaran Pemindahbukuan Penutupan Rekening"
"824511","Pengeluaran Pemindahbukuan dari Rekening 502.000000 ke Rekening Pemerintah di Bank Umum Dalam Rangka Penempatan"
"824512","Pengeluaran Pemindahbukuan dari Rekening Pemerintah di Bank Umum Dalam Rangka Penempatan  ke rekening 502.000000"
"824513","Pengeluaran Pemindahbukuan dari Rekening Pemerintah di Bank Umum (Sumber Dana Dari Rekening Kas SAL) Dalam Rangka Penempatan Ke Rekening BUN"
"824521","Pengeluaran Pemindahbukuan dari Rekening 502.000000 ke Rekening Kas Penempatan dalam Rupiah (519.000122)"
"824522","Pengeluaran Pemindahbukuan dari Rekening Kas Penempatan dalam Rupiah (519.000122) ke Rekening 502.000000"
"824531","Pengeluaran Pemindahbukuan dari Rekening 600.502411 ke Rekening Kas Penempatan dalam valuta USD (608.001411)"
"824532","Pengeluaran Pemindahbukuan dari Rekening Kas Penempatan dalam Valuta USD (608.001411) ke Rekening 600.502411"
"824541","Pengeluaran Pemindahbukuan dari Rekening Pemerintah Lainnya di Bank Indonesia ke Rekening Pemerintah di Bank Umum dalam rangka Penempatan"
"824542","Pengeluaran Pemindahbukuan dari Rekening Pemerintah di Bank Umum dalam rangka penempatan ke Rekening Pemerintah Lainnya di Bank Indonesia"
"824551","Pengeluaran Pemindahbukuan dari Rekening No. 600.502111 Rekening Kas Umum Negara Dalam Valuta Yen ke Rekening No. 608.000111 Rekening Penempatan Dalam Valuta Yen"
"824552","Pengeluaran Pemindahbukuan dari Rekening No. 608.000111 Rekening Penempatan Dalam Valuta Yen ke Rekening No. 600.502111 Rekening Kas Umum Negara Dalam Valuta Yen"
"824561","Pengeluaran Pemindahbukuan dari Rekening 609.000991.980 ke Rekening 519.000124.980"
"824562","Pengeluaran Pemindahbukuan dari Rekening 609.022411.980 ke Rekening 519.000124.980"
"824622","Pengeluaran Pemindahbukuan dalam Rangka Pengelolaan Kelebihan/ Kekurangan Kas Pemerintah dari Rekening SBN ke RKUN"
"824711","Pengeluaran Pemindahbukuan dari Rekening KUN Rupiah ke Rekening Kelolaan TDR Rupiah"
"824712","Pengeluaran Pemindahbukuan dari Rekening Kelolaan TDR Rupiah ke Rekening KUN Rupiah"
"824721","Pengeluaran Pemindahbukuan dari Rekening KUN dalam Valuta USD ke Rekening Kelolaan TDR dalam Valuta USD"
"824722","Pengeluaran Pemindahbukuan dari Rekening Kelolaan TDR dalam Valuta USD ke Rekening KUN dalam Valuta USD"
"824723","Pengeluaran Pemindahbukuan dari Rekening KUN dalam Valuta Yen ke Rekening Kelolaan TDR dalam Valuta Yen"
"824724","Pengeluaran Pemindahbukuan dari Rekening Kelolaan TDR dalam Valuta Yen ke Rekening KUN dalam Valuta Yen"
"824725","Pengeluaran Pemindahbukuan dari Rekening KUN dalam Valuta Euro ke Rekening Kelolaan TDR dalam Valuta Euro"
"824726","Pengeluaran Pemindahbukuan dari Rekening Kelolaan TDR dalam Valuta Euro ke Rekening KUN dalam Valuta Euro"
"824727","Pengeluaran Pemindahbukuan dari Rekening KUN dalam Valuta Asing Lainnya ke Rekening Kelolaan TDR dalam Valuta Asing Lainnya"
"824728","Pengeluaran Pemindahbukuan dari Rekening Kelolaan TDR dalam Valuta Asing Lainnya ke Rekening KUN dalam Valuta Asing Lainnya"
"825111","Pengeluaran Uang Persediaan"
"825113","Pengeluaran  Uang Persediaan Pengguna PNBP (Swadana)"
"825114","Pengeluaran Pengembalian Kelebihan Setoran Sisa Uang Persediaan Tahun Anggaran Yang Lalu"
"825115","Pengeluaran Uang Persediaan Pengembalian (Restitusi) Pajak"
"825121","Pengembalian Penerimaan Surplus BLU pada Rekening Kas Negara ke Rekening Kas BLU"
"825122","Pengembalian Penerimaan Penarikan Dana Kelolaan BLU pada Rekening RPL"
"825131","Pengeluaran penyetoran dana hibah langsung yang telah disahkan "
"825312","Pengeluaran Uang Muka Belanja Barang"
"825313","Pengeluaran Uang Muka Belanja Modal"
"825314","Pengeluaran Uang Muka Belanja Pembayaran Bunga"
"825315","Pengeluaran Uang Muka Belanja Subsidi"
"825316","Pengeluaran Uang Muka Belanja Hibah"
"825317","Pengeluaran Uang Muka Bantuan Sosial"
"825318","Pengeluaran Uang Muka Belanja Lain-Lain"
"825321","Pengeluaran Uang Muka Dana Perimbangan"
"825322","Pengeluaran Uang Muka Dana Otonomi Khusus"
"825511","Pengeluaran Tambahan Uang Persediaan"
"825512","Pengeluaran Tambahan Uang Persediaan (TUP) Dana Pinjaman/Hibah Luar Negeri"
"825513","Pengeluaran Tambahan Uang Persediaan Pengguna PNBP (Swadana)"
"825514","Pengeluaran Tambahan Pengembalian Kelebihan Setoran Sisa Tambahan Uang Persediaan Tahun Anggaran Yang Lalu"
"825515","Pengeluaran Tambahan Uang Persediaan Pengembalian (Restitusi) Pajak"
"825614","Pengeluaran Escrow Dana Penyertaan Modal Negara"
"825615","Pengeluaran Non Anggaran Dana Penjaminan"
"825621","Pengeluaran Pengembalian Escrow Pajak"
"825622","Pengeluaran Pengembalian Escrow PNBP"
"825811","Pengeluaran Transito Pengalihan Piutang Pemberian Pinjaman"
"826111","Koreksi Penerimaan Pemindahbukuan"
"827111","Pengeluaran Non Anggaran Pihak Ketiga karena kesalahan Rekening"
"827113","Pengeluaran Non Anggaran kepada Pihak Ketiga Karena Kesalahan Rekening"
"827122","Pengeluaran Non Anggaran Pihak Ketiga Pinjaman Program yang ditangguhkan"
"827123","Pengeluaran Non Anggaran Pihak Ketiga Pinjaman Proyek yang ditangguhkan"
"827214","Pengeluaran Non Anggaran Pihak Ketiga Pembayaran Kembali Retur pada Rekening Pemerintah Lainnya"
"827215","Pengeluaran Pihak Ketiga Panas Bumi diestimasi-reimbursement PPN"
"827216","Pengeluaran Pihak Ketiga Panas Bumi Transito diestimasi-Pendapatan PBB Pertambangan Panas Bumi"
"827217","Pengeluaran Pihak Ketiga Panas Bumi Transito diestimasi-Pengembalian Bonus Produksi"
"827218","Pengeluaran Pihak Ketiga Panas Bumi Transito diestimasi-Pendapatan Setoran Bagian Pemerintah Pertambangan Panas Bumi"
"827222","Pengeluaran Non Anggaran Pihak Ketiga Penerbitan SBN Ritel Online"
"827313","Pengeluaran Pihak Ketiga Migas-Lainnya "
"827318","Pengeluaran Pihak Ketiga Migas – Fee Penjualan Migas Bagian Negara "
"827321","Pengeluaran Pihak Ketiga Migas Transito Pendapatan PPh Minyak Bumi"
"827322","Pengeluaran Pihak Ketiga Migas Transito Pendapatan PPh Gas Bumi"
"827323","Pengeluaran Pihak Ketiga Migas Transito Pendapatan PPh Migas Lainnya"
"827324","Pengeluaran Pihak Ketiga Migas Transito Pendapatan Minyak Bumi"
"827325","Pengeluaran Pihak Ketiga Migas Transito Pendapatan Gas Bumi"
"827326","Pengeluaran Pihak Ketiga Migas Transito Pendapatan PBB Minyak Bumi"
"827327","Pengeluaran Pihak Ketiga Migas Transito Pendapatan PPN Dalam Negeri"
"827328","Pengeluaran Pihak Ketiga Migas Transito Pendapatan PPh Pasal 23 "
"827329","Pengeluaran Pihak Ketiga Migas Transito - Pendapatan Migas Lainnya"
"827331","Pengeluaran Pihak Ketiga Migas Transito - Pendapatan Atas Denda Keterlambatan Pembayaran"
"827419","Pengeluaran Pihak Ketiga Panas Bumi-Reimbursement PPN"
"827421","Pengeluaran Pihak Ketiga Panas Bumi Transito Pendapatan PBB Pertambangan Panas Bumi"
"827422","Pengeluaran Pihak Ketiga Panas Bumi Transito Pendapatan Setoran Bagian Pemerintah Pertambangan Panas Bumi"
"827429","Pengeluaran Pihak Ketiga Transito Pendapatan Setoran Bagian Pemerintah Pertambangan/Perikanan"
"827431","Pengeluaran Pihak Ketiga Panas Bumi - Penggantian  Bonus Produksi"
"827615","Pengeluaran Non Anggaran dalam rangka Transaksi SBN dari Rekening Transaksi SBN dalam Valuta Asing Lainnya"
"827619","Pengeluaran Non Anggaran dalam rangka Transaksi Penempatan di Bank Umum dari Rekening Kelolaan TDR dalam Valuta Asing Lainnya"
"827623","Pengeluaran Non Anggaran dalam rangka Transaksi SBN dari Rekening Kelolaan TDR dalam Valuta Yen"
"827625","Pengeluaran Non Anggaran dalam rangka Transaksi SBNTransaksi Reverse Repo dari Rekening Transaksi SBN dalam Valuta Asing Lainnya"
"827626","Pengeluaran Non Anggaran Pendapatan Kupon SBN Ditangguhkan"
"827627","Pengeluaran Non Anggaran Pendapatan Selisih Harga SBN Ditangguhkan"
"827629","Pengeluaran Non Anggaran dalam rangka Transaksi SBN dari Rekening Kelolaan TDR dalam Valuta Asing Lainnya"
"827633","Pengeluaran Non Anggaran dalam rangka Transaksi Reverse Repo dari Rekening Kelolaan TDR dalam Valuta Yen"
"827639","Pengeluaran Non Anggaran dalam rangka Transaksi Reverse Repo dari Rekening Kelolaan TDR dalam Valuta Asing Lainnya"
"827641","Pengeluaran Non Anggaran dalam rangka Transaksi Repo dari Rekening Kelolaan TDR dalam Rupiah"
"827642","Pengeluaran Non Anggaran dalam rangka Transaksi Repo dari Rekening Kelolaan TDR dalam Valuta USD"
"827643","Pengeluaran Non Anggaran dalam rangka Transaksi Repo dari Rekening Kelolaan TDR dalam Rupiah Valuta Yen"
"827644","Pengeluaran Non Anggaran dalam rangka Transaksi Repo dari Rekening Kelolaan TDR dalam Valuta Euro"
"827649","Pengeluaran Non Anggaran dalam rangka Transaksi Repo dari Rekening Kelolaan TDR dalam Valuta Asing Lainnya"
"827651","Pengeluaran Non Anggaran dalam Rangka Transaksi Foreign Exchange dari Rekening Kelolaan TDR Rupiah terhadap Valuta USD"
"827652","Pengeluaran Non Anggaran dalam Rangka Transaksi Foreign Exchange dari Rekening Kelolaan TDR Rupiah terhadap Valuta Yen"
"827653","Pengeluaran Non Anggaran dalam Rangka Transaksi Foreign Exchange dari Rekening Kelolaan TDR Rupiah terhadap Valuta Euro"
"827659","Pengeluaran Non Anggaran dalam Rangka Transaksi Foreign Exchange dari Rekening Kelolaan TDR Rupiah terhadap Valuta Asing Lainnya"
"827661","Pengeluaran Non Anggaran dalam Rangka Transaksi Foreign Exchange dari Rekening Kelolaan TDR dalam Valuta USD terhadap Rupiah"
"827662","Pengeluaran Non Anggaran dalam Rangka Transaksi Foreign Exchange dari Rekening Kelolaan TDR dalam Valuta USD terhadap Valuta Yen"
"827663","Pengeluaran Non Anggaran dalam Rangka Transaksi Foreign Exchange dari Rekening Kelolaan TDR dalam Valuta USD terhadap Valuta Euro"
"827669","Pengeluaran Non Anggaran dalam Rangka Transaksi Foreign Exchange dari Rekening Kelolaan TDR dalam Valuta USD terhadap Valuta Asing Lainnya"
"827671","Pengeluaran Non Anggaran dalam Rangka Transaksi Foreign Exchange dari Rekening Kelolaan TDR dalam Valuta Yen terhadap Rupiah"
"827672","Pengeluaran Non Anggaran dalam Rangka Transaksi Foreign Exchange dari Rekening Kelolaan TDR dalam Valuta Yen terhadap Valuta USD"
"827673","Pengeluaran Non Anggaran dalam Rangka Transaksi Foreign Exchange dari Rekening Kelolaan TDR dalam Valuta Yen terhadap Valuta Euro"
"827679","Pengeluaran Non Anggaran dalam Rangka Transaksi Foreign Exchange dari Rekening Kelolaan TDR dalam Valuta Yen terhadap Valuta Asing Lainnya"
"827681","Pengeluaran Non Anggaran dalam Rangka Transaksi Foreign Exchange dari Rekening Kelolaan TDR dalam Valuta Euro terhadap Rupiah"
"827682","Pengeluaran Non Anggaran dalam Rangka Transaksi Foreign Exchange dari Rekening Kelolaan TDR dalam Valuta Euro terhadap Valuta USD"
"827683","Pengeluaran Non Anggaran dalam Rangka Transaksi Foreign Exchange dari Rekening Kelolaan TDR dalam Valuta Euro terhadap Valuta Yen"
"827689","Pengeluaran Non Anggaran dalam Rangka Transaksi Foreign Exchange dari Rekening Kelolaan TDR dalam Valuta Euro terhadap Valuta Asing Lainnya"
"827712","Pengembalian Penerimaan Non Anggaran Pihak Ketiga Pengalihan Piutang "
"827713","Pengembalian Penerimaan Non Anggaran Pihak Ketiga Hasil Penjualan/ Penyelesaian Aset Bekas Milik Eks Bank Dalam Likuidasi"
"827714","Pengembalian Penerimaan Non Anggaran Pihak Ketiga Pemotongan DAU atau DBH untuk Alokasi Dana Desa (ADD)"
"827715","Pengeluaran Non Anggaran Pihak Ketiga Kontribusi Pajak Rokok untuk mendukung Program Jaminan Kesehatan"
